movie_id,cast,crew
150689,"[{'name': 'Lily James', 'order': 0}, {'name': 'Cate Blanchett', 'order': 1}, {'name': 'Richard Madden', 'order': 2}, {'name': 'Helena Bonham Carter', 'order': 3}, {'name': 'Stellan Skarsgård', 'order': 4}]","[{'name': 'Kenneth Branagh', 'job': 'Director'}]"
7980,"[{'name': 'Rachel Weisz', 'order': 0}, {'name': 'Mark Wahlberg', 'order': 1}, {'name': 'Susan Sarandon', 'order': 2}, {'name': 'Saoirse Ronan', 'order': 3}, {'name': 'Stanley Tucci', 'order': 4}]","[{'name': 'Peter Jackson', 'job': 'Director'}]"
12,"[{'name': 'Albert Brooks', 'order': 0}, {'name': 'Ellen DeGeneres', 'order': 1}, {'name': 'Alexander Gould', 'order': 2}, {'name': 'Willem Dafoe', 'order': 3}, {'name': 'Brad Garrett', 'order': 4}]","[{'name': 'Andrew Stanton', 'job': 'Director'}]"
122,"[{'name': 'Elijah Wood', 'order': 0}, {'name': 'Ian McKellen', 'order': 1}, {'name': 'Viggo Mortensen', 'order': 2}, {'name': 'Liv Tyler', 'order': 3}, {'name': 'Orlando Bloom', 'order': 4}]","[{'name': 'Peter Jackson', 'job': 'Director'}]"
121,"[{'name': 'Elijah Wood', 'order': 0}, {'name': 'Ian McKellen', 'order': 1}, {'name': 'Viggo Mortensen', 'order': 2}, {'name': 'Liv Tyler', 'order': 3}, {'name': 'Orlando Bloom', 'order': 4}]","[{'name': 'Peter Jackson', 'job': 'Director'}]"
68737,"[{'name': 'Jeff Bridges', 'order': 0}, {'name': 'Julianne Moore', 'order': 1}, {'name': 'Ben Barnes', 'order': 2}, {'name': 'Alicia Vikander', 'order': 3}, {'name': 'Kit Harington', 'order': 4}]","[{'name': 'Sergei Bodrov', 'job': 'Director'}]"
1995,"[{'name': 'Angelina Jolie', 'order': 0}, {'name': 'Jon Voight', 'order': 1}, {'name': 'Iain Glen', 'order': 2}, {'name': 'Noah Taylor', 'order': 3}, {'name': 'Daniel Craig', 'order': 4}]","[{'name': 'Simon West', 'job': 'Director'}]"
157353,"[{'name': 'Johnny Depp', 'order': 0}, {'name': 'Paul Bettany', 'order': 1}, {'name': 'Rebecca Hall', 'order': 2}, {'name': 'Kate Mara', 'order': 3}, {'name': 'Morgan Freeman', 'order': 4}]","[{'name': 'Wally Pfister', 'job': 'Director'}]"
331,"[{'name': 'Sam Neill', 'order': 0}, {'name': 'William H. Macy', 'order': 1}, {'name': 'Téa Leoni', 'order': 2}, {'name': 'Trevor Morgan', 'order': 3}, {'name': 'Alessandro Nivola', 'order': 4}]","[{'name': 'Joe Johnston', 'job': 'Director'}]"
61791,"[{'name': 'James Franco', 'order': 0}, {'name': 'Freida Pinto', 'order': 1}, {'name': 'John Lithgow', 'order': 2}, {'name': 'Brian Cox', 'order': 3}, {'name': 'Tom Felton', 'order': 4}]","[{'name': 'Rupert Wyatt', 'job': 'Director'}]"
8204,"[{'name': 'Freddie Highmore', 'order': 0}, {'name': 'Mary-Louise Parker', 'order': 1}, {'name': 'Nick Nolte', 'order': 2}, {'name': 'Sarah Bolger', 'order': 3}, {'name': 'Andrew McCarthy', 'order': 4}]","[{'name': 'Mark Waters', 'job': 'Director'}]"
47964,"[{'name': 'Bruce Willis', 'order': 0}, {'name': 'Jai Courtney', 'order': 1}, {'name': 'Sebastian Koch', 'order': 2}, {'name': 'Mary Elizabeth Winstead', 'order': 3}, {'name': 'Юлия Снигирь', 'order': 4}]","[{'name': 'John Moore', 'job': 'Director'}]"
10733,"[{'name': 'Dennis Quaid', 'order': 0}, {'name': 'Billy Bob Thornton', 'order': 1}, {'name': 'Jason Patric', 'order': 2}, {'name': 'Patrick Wilson', 'order': 3}, {'name': 'Emilio Echevarría', 'order': 4}]","[{'name': 'John Lee Hancock', 'job': 'Director'}]"
9806,"[{'name': 'Craig T. Nelson', 'order': 0}, {'name': 'Holly Hunter', 'order': 1}, {'name': 'Samuel L. Jackson', 'order': 2}, {'name': 'Jason Lee', 'order': 3}, {'name': 'Dominique Louis', 'order': 4}]","[{'name': 'Brad Bird', 'job': 'Director'}]"
1408,"[{'name': 'Geena Davis', 'order': 0}, {'name': 'Matthew Modine', 'order': 1}, {'name': 'Frank Langella', 'order': 2}, {'name': 'Maury Chaykin', 'order': 3}, {'name': 'Patrick Malahide', 'order': 4}]","[{'name': 'Renny Harlin', 'job': 'Director'}]"
32657,"[{'name': 'Logan Lerman', 'order': 0}, {'name': 'Brandon T. Jackson', 'order': 1}, {'name': 'Alexandra Daddario', 'order': 2}, {'name': 'Jake Abel', 'order': 3}, {'name': 'Sean Bean', 'order': 4}]","[{'name': 'Chris Columbus', 'job': 'Director'}]"
607,"[{'name': 'Tommy Lee Jones', 'order': 0}, {'name': 'Will Smith', 'order': 1}, {'name': 'Linda Fiorentino', 'order': 2}, {'name': ""Vincent D'Onofrio"", 'order': 3}, {'name': 'Rip Torn', 'order': 4}]","[{'name': 'Barry Sonnenfeld', 'job': 'Director'}]"
863,"[{'name': 'Tom Hanks', 'order': 0}, {'name': 'Tim Allen', 'order': 1}, {'name': 'Joan Cusack', 'order': 2}, {'name': 'Kelsey Grammer', 'order': 3}, {'name': 'Don Rickles', 'order': 4}]","[{'name': 'John Lasseter', 'job': 'Director'}]"
44048,"[{'name': 'Denzel Washington', 'order': 0}, {'name': 'Chris Pine', 'order': 1}, {'name': 'Rosario Dawson', 'order': 2}, {'name': 'Ethan Suplee', 'order': 3}, {'name': 'Kevin Corrigan', 'order': 4}]","[{'name': 'Tony Scott', 'job': 'Director'}]"
5175,"[{'name': 'Chris Tucker', 'order': 0}, {'name': 'Jackie Chan', 'order': 1}, {'name': 'Zhang Ziyi', 'order': 2}, {'name': 'Roselyn Sánchez', 'order': 3}, {'name': 'Ernie Reyes, Jr.', 'order': 4}]","[{'name': 'Brett Ratner', 'job': 'Director'}]"
2655,"[{'name': 'Harrison Ford', 'order': 0}, {'name': 'Michelle Pfeiffer', 'order': 1}, {'name': 'Diana Scarwid', 'order': 2}, {'name': 'James Remar', 'order': 3}, {'name': 'Miranda Otto', 'order': 4}]","[{'name': 'Robert Zemeckis', 'job': 'Director'}]"
22794,"[{'name': 'Bill Hader', 'order': 0}, {'name': 'Anna Faris', 'order': 1}, {'name': 'James Caan', 'order': 2}, {'name': 'Mr. T', 'order': 3}, {'name': 'Benjamin Bratt', 'order': 4}]","[{'name': 'Phil Lord', 'job': 'Director'}, {'name': 'Christopher Miller', 'job': 'Director'}]"
8355,"[{'name': 'Ray Romano', 'order': 0}, {'name': 'John Leguizamo', 'order': 2}, {'name': 'Denis Leary', 'order': 4}, {'name': 'Queen Latifah', 'order': 6}, {'name': 'Simon Pegg', 'order': 8}]","[{'name': 'Carlos Saldanha', 'job': 'Director'}]"
116745,"[{'name': 'Ben Stiller', 'order': 0}, {'name': 'Kristen Wiig', 'order': 1}, {'name': 'Patton Oswalt', 'order': 2}, {'name': 'Shirley MacLaine', 'order': 3}, {'name': 'Adam Scott', 'order': 4}]","[{'name': 'Ben Stiller', 'job': 'Director'}]"
4327,"[{'name': 'Cameron Diaz', 'order': 0}, {'name': 'Lucy Liu', 'order': 1}, {'name': 'Drew Barrymore', 'order': 2}, {'name': 'Bill Murray', 'order': 3}, {'name': 'John Forsythe', 'order': 4}]","[{'name': 'McG', 'job': 'Director'}]"
1422,"[{'name': 'Leonardo DiCaprio', 'order': 0}, {'name': 'Matt Damon', 'order': 1}, {'name': 'Jack Nicholson', 'order': 2}, {'name': 'Mark Wahlberg', 'order': 3}, {'name': 'Martin Sheen', 'order': 4}]","[{'name': 'Martin Scorsese', 'job': 'Director'}]"
10674,"[{'name': 'Eddie Murphy', 'order': 0}, {'name': 'Jackie Chan', 'order': 1}, {'name': 'Ming-Na Wen', 'order': 2}, {'name': 'Lea Salonga', 'order': 3}, {'name': 'June Foray', 'order': 4}]","[{'name': 'Tony Bancroft', 'job': 'Director'}, {'name': 'Barry Cook', 'job': 'Director'}]"
7446,"[{'name': 'Ben Stiller', 'order': 0}, {'name': 'Jack Black', 'order': 1}, {'name': 'Robert Downey Jr.', 'order': 2}, {'name': 'Nick Nolte', 'order': 3}, {'name': 'Steve Coogan', 'order': 4}]","[{'name': 'Ben Stiller', 'job': 'Director'}]"
65754,"[{'name': 'Daniel Craig', 'order': 0}, {'name': 'Rooney Mara', 'order': 1}, {'name': 'Christopher Plummer', 'order': 2}, {'name': 'Goran Visnjic', 'order': 3}, {'name': 'Stellan Skarsgård', 'order': 4}]","[{'name': 'David Fincher', 'job': 'Director'}]"
1572,"[{'name': 'Bruce Willis', 'order': 0}, {'name': 'Jeremy Irons', 'order': 1}, {'name': 'Samuel L. Jackson', 'order': 2}, {'name': 'Graham Greene', 'order': 3}, {'name': 'Colleen Camp', 'order': 4}]","[{'name': 'John McTiernan', 'job': 'Director'}]"
10528,"[{'name': 'Robert Downey Jr.', 'order': 0}, {'name': 'Jude Law', 'order': 1}, {'name': 'Rachel McAdams', 'order': 2}, {'name': 'Mark Strong', 'order': 3}, {'name': 'Eddie Marsan', 'order': 4}]","[{'name': 'Guy Ritchie', 'job': 'Director'}]"
271969,"[{'name': 'Jack Huston', 'order': 0}, {'name': 'Toby Kebbell', 'order': 1}, {'name': 'Rodrigo Santoro', 'order': 2}, {'name': 'Nazanin Boniadi', 'order': 3}, {'name': 'Ayelet Zurer', 'order': 4}]","[{'name': 'Timur Bekmambetov', 'job': 'Director'}]"
10865,"[{'name': 'Michael J. Fox', 'order': 0}, {'name': 'Corey Burton', 'order': 1}, {'name': 'Claudia Christian', 'order': 2}, {'name': 'James Garner', 'order': 3}, {'name': 'John Mahoney', 'order': 4}]","[{'name': 'Gary Trousdale', 'job': 'Director'}, {'name': 'Kirk Wise', 'job': 'Director'}]"
258509,"[{'name': 'Jason Lee', 'order': 2}, {'name': 'Justin Long', 'order': 4}, {'name': 'Bella Thorne', 'order': 6}, {'name': 'Matthew Gray Gubler', 'order': 7}, {'name': 'Jesse McCartney', 'order': 8}]","[{'name': 'Walt Becker', 'job': 'Director'}]"
2253,"[{'name': 'Tom Cruise', 'order': 0}, {'name': 'Carice van Houten', 'order': 1}, {'name': 'Kenneth Branagh', 'order': 2}, {'name': 'Bill Nighy', 'order': 3}, {'name': 'Terence Stamp', 'order': 4}]","[{'name': 'Bryan Singer', 'job': 'Director'}]"
10661,"[{'name': 'Adam Sandler', 'order': 0}, {'name': 'John Turturro', 'order': 1}, {'name': 'Emmanuelle Chriqui', 'order': 2}, {'name': 'Nick Swardson', 'order': 3}, {'name': 'Lainie Kazan', 'order': 4}]","[{'name': 'Dennis Dugan', 'job': 'Director'}]"
257344,"[{'name': 'Adam Sandler', 'order': 0}, {'name': 'Michelle Monaghan', 'order': 1}, {'name': 'Peter Dinklage', 'order': 2}, {'name': 'Josh Gad', 'order': 3}, {'name': 'Kevin James', 'order': 4}]","[{'name': 'Chris Columbus', 'job': 'Director'}]"
644,"[{'name': 'Haley Joel Osment', 'order': 0}, {'name': ""Frances O'Connor"", 'order': 1}, {'name': 'Sam Robards', 'order': 2}, {'name': 'Jake Thomas', 'order': 3}, {'name': 'Jude Law', 'order': 4}]","[{'name': 'Steven Spielberg', 'job': 'Director'}]"
10756,"[{'name': 'Eddie Murphy', 'order': 0}, {'name': 'Terence Stamp', 'order': 1}, {'name': 'Nathaniel Parker', 'order': 2}, {'name': 'Marsha Thomason', 'order': 3}, {'name': 'Jennifer Tilly', 'order': 4}]","[{'name': 'Rob Minkoff', 'job': 'Director'}]"
686,"[{'name': 'Jodie Foster', 'order': 0}, {'name': 'Matthew McConaughey', 'order': 1}, {'name': 'James Woods', 'order': 2}, {'name': 'John Hurt', 'order': 3}, {'name': 'Tom Skerritt', 'order': 4}]","[{'name': 'Robert Zemeckis', 'job': 'Director'}]"
9383,"[{'name': 'Kevin Bacon', 'order': 0}, {'name': 'Elisabeth Shue', 'order': 1}, {'name': 'Josh Brolin', 'order': 2}, {'name': 'Kim Dickens', 'order': 3}, {'name': 'Rhona Mitra', 'order': 4}]","[{'name': 'Paul Verhoeven', 'job': 'Director'}]"
179,"[{'name': 'Nicole Kidman', 'order': 0}, {'name': 'Sean Penn', 'order': 1}, {'name': 'Catherine Keener', 'order': 2}, {'name': 'Jesper Christensen', 'order': 3}, {'name': 'Yvan Attal', 'order': 4}]","[{'name': 'Sydney Pollack', 'job': 'Director'}]"
76285,"[{'name': 'Logan Lerman', 'order': 0}, {'name': 'Alexandra Daddario', 'order': 1}, {'name': 'Douglas Smith', 'order': 2}, {'name': 'Leven Rambin', 'order': 3}, {'name': 'Brandon T. Jackson', 'order': 4}]","[{'name': 'Thor Freudenthal', 'job': 'Director'}]"
1996,"[{'name': 'Angelina Jolie', 'order': 0}, {'name': 'Gerard Butler', 'order': 1}, {'name': 'Noah Taylor', 'order': 3}, {'name': 'Djimon Hounsou', 'order': 4}, {'name': 'Til Schweiger', 'order': 5}]","[{'name': 'Jan de Bont', 'job': 'Director'}]"
291805,"[{'name': 'Jesse Eisenberg', 'order': 0}, {'name': 'Woody Harrelson', 'order': 1}, {'name': 'Mark Ruffalo', 'order': 2}, {'name': 'Dave Franco', 'order': 3}, {'name': 'Morgan Freeman', 'order': 4}]","[{'name': 'Jon M. Chu', 'job': 'Director'}]"
10003,"[{'name': 'Val Kilmer', 'order': 0}, {'name': 'Elisabeth Shue', 'order': 1}, {'name': 'Rade Serbedzija', 'order': 2}, {'name': 'Henry Goodman', 'order': 3}, {'name': 'Alun Armstrong', 'order': 4}]","[{'name': 'Phillip Noyce', 'job': 'Director'}]"
1535,"[{'name': 'Robert Redford', 'order': 0}, {'name': 'Brad Pitt', 'order': 1}, {'name': 'Catherine McCormack', 'order': 2}, {'name': 'Stephen Dillane', 'order': 3}, {'name': 'Larry Bryggman', 'order': 4}]","[{'name': 'Tony Scott', 'job': 'Director'}]"
2067,"[{'name': 'Gary Sinise', 'order': 0}, {'name': 'Tim Robbins', 'order': 1}, {'name': 'Don Cheadle', 'order': 2}, {'name': 'Connie Nielsen', 'order': 3}, {'name': ""Jerry O'Connell"", 'order': 4}]","[{'name': 'Brian De Palma', 'job': 'Director'}]"
46195,"[{'name': 'Jesse Eisenberg', 'order': 0}, {'name': 'Anne Hathaway', 'order': 1}, {'name': 'Leslie Mann', 'order': 2}, {'name': 'Jane Lynch', 'order': 4}, {'name': 'Will.i.am', 'order': 5}]","[{'name': 'Carlos Saldanha', 'job': 'Director'}]"
2277,"[{'name': 'Robin Williams', 'order': 0}, {'name': 'Sam Neill', 'order': 1}, {'name': 'Embeth Davidtz', 'order': 2}, {'name': 'Oliver Platt', 'order': 3}, {'name': 'Kiersten Warren', 'order': 4}]","[{'name': 'Chris Columbus', 'job': 'Director'}]"
10357,"[{'name': 'Tommy Lee Jones', 'order': 0}, {'name': 'Anne Heche', 'order': 1}, {'name': 'Gaby Hoffmann', 'order': 2}, {'name': 'Don Cheadle', 'order': 3}, {'name': 'Joshua Fardon', 'order': 4}]","[{'name': 'Mick Jackson', 'job': 'Director'}]"
4477,"[{'name': 'Harrison Ford', 'order': 0}, {'name': 'Brad Pitt', 'order': 1}, {'name': 'Margaret Colin', 'order': 2}, {'name': 'Rubén Blades', 'order': 3}, {'name': 'Treat Williams', 'order': 4}]","[{'name': 'Alan J. Pakula', 'job': 'Director'}]"
8665,"[{'name': 'Harrison Ford', 'order': 0}, {'name': 'Liam Neeson', 'order': 1}, {'name': 'Peter Sarsgaard', 'order': 2}, {'name': 'Joss Ackland', 'order': 3}, {'name': 'John Shrapnel', 'order': 4}]","[{'name': 'Kathryn Bigelow', 'job': 'Director'}]"
9387,"[{'name': 'Arnold Schwarzenegger', 'order': 0}, {'name': 'James Earl Jones', 'order': 1}, {'name': 'Max von Sydow', 'order': 2}, {'name': 'Sandahl Bergman', 'order': 3}, {'name': 'Cassandra Gava', 'order': 4}]","[{'name': 'John Milius', 'job': 'Director'}]"
921,"[{'name': 'Russell Crowe', 'order': 0}, {'name': 'Renée Zellweger', 'order': 1}, {'name': 'Paul Giamatti', 'order': 2}, {'name': 'Craig Bierko', 'order': 3}, {'name': 'Paddy Considine', 'order': 4}]","[{'name': 'Ron Howard', 'job': 'Director'}]"
49852,"[{'name': 'Elle Fanning', 'order': 0}, {'name': 'Nathan Lane', 'order': 1}, {'name': 'John Turturro', 'order': 2}, {'name': 'Frances de la Tour', 'order': 3}, {'name': 'Charlie Rowe', 'order': 4}]","[{'name': 'Andrei Konchalovsky', 'job': 'Director'}]"
4464,"[{'name': 'Jeff Bridges', 'order': 0}, {'name': 'David McCullough', 'order': 1}, {'name': 'Chris Cooper', 'order': 2}, {'name': 'Tobey Maguire', 'order': 3}, {'name': 'Elizabeth Banks', 'order': 4}]","[{'name': 'Gary Ross', 'job': 'Director'}]"
664,"[{'name': 'Helen Hunt', 'order': 0}, {'name': 'Bill Paxton', 'order': 1}, {'name': 'Cary Elwes', 'order': 2}, {'name': 'Jami Gertz', 'order': 3}, {'name': 'Philip Seymour Hoffman', 'order': 4}]","[{'name': 'Jan de Bont', 'job': 'Director'}]"
8358,"[{'name': 'Tom Hanks', 'order': 0}, {'name': 'Helen Hunt', 'order': 1}, {'name': 'Chris Noth', 'order': 2}, {'name': 'Paul Sanchez', 'order': 3}, {'name': 'Lari White', 'order': 4}]","[{'name': 'Robert Zemeckis', 'job': 'Director'}]"
9836,"[{'name': 'Elijah Wood', 'order': 0}, {'name': 'Robin Williams', 'order': 1}, {'name': 'Brittany Murphy', 'order': 2}, {'name': 'Hugh Jackman', 'order': 3}, {'name': 'Nicole Kidman', 'order': 4}]","[{'name': 'George Miller', 'job': 'Director'}]"
2502,"[{'name': 'Matt Damon', 'order': 0}, {'name': 'Franka Potente', 'order': 1}, {'name': 'Brian Cox', 'order': 2}, {'name': 'Julia Stiles', 'order': 3}, {'name': 'Karl Urban', 'order': 4}]","[{'name': 'Paul Greengrass', 'job': 'Director'}]"
9772,"[{'name': 'Harrison Ford', 'order': 0}, {'name': 'Gary Oldman', 'order': 1}, {'name': 'Glenn Close', 'order': 2}, {'name': 'Wendy Crewson', 'order': 3}, {'name': 'William H. Macy', 'order': 4}]","[{'name': 'Wolfgang Petersen', 'job': 'Director'}]"
161,"[{'name': 'George Clooney', 'order': 0}, {'name': 'Brad Pitt', 'order': 1}, {'name': 'Matt Damon', 'order': 2}, {'name': 'Andy García', 'order': 3}, {'name': 'Julia Roberts', 'order': 4}]","[{'name': 'Steven Soderbergh', 'job': 'Director'}]"
52451,"[{'name': 'Milla Jovovich', 'order': 0}, {'name': 'Orlando Bloom', 'order': 1}, {'name': 'Logan Lerman', 'order': 2}, {'name': 'Ray Stevenson', 'order': 3}, {'name': 'Matthew Macfadyen', 'order': 4}]","[{'name': 'Paul W.S. Anderson', 'job': 'Director'}]"
76492,"[{'name': 'Adam Sandler', 'order': 0}, {'name': 'Steve Buscemi', 'order': 1}, {'name': 'David Spade', 'order': 2}, {'name': 'Kevin James', 'order': 3}, {'name': 'Selena Gomez', 'order': 4}]","[{'name': 'Genndy Tartakovsky', 'job': 'Director'}]"
4523,"[{'name': 'Amy Adams', 'order': 0}, {'name': 'Patrick Dempsey', 'order': 1}, {'name': 'James Marsden', 'order': 2}, {'name': 'Timothy Spall', 'order': 3}, {'name': 'Rachel Covey', 'order': 4}]","[{'name': 'Kevin Lima', 'job': 'Director'}]"
59961,"[{'name': 'Denzel Washington', 'order': 0}, {'name': 'Ryan Reynolds', 'order': 1}, {'name': 'Vera Farmiga', 'order': 2}, {'name': 'Joel Kinnaman', 'order': 3}, {'name': 'Brendan Gleeson', 'order': 4}]","[{'name': 'Daniel Espinosa', 'job': 'Director'}]"
10481,"[{'name': 'Glenn Close', 'order': 0}, {'name': 'Ioan Gruffudd', 'order': 1}, {'name': 'Alice Evans', 'order': 2}, {'name': 'Tim McInnerny', 'order': 3}, {'name': 'Gérard Depardieu', 'order': 4}]","[{'name': 'Kevin Lima', 'job': 'Director'}]"
59108,"[{'name': 'Ben Stiller', 'order': 0}, {'name': 'Eddie Murphy', 'order': 1}, {'name': 'Casey Affleck', 'order': 2}, {'name': 'Alan Alda', 'order': 3}, {'name': 'Matthew Broderick', 'order': 4}]","[{'name': 'Brett Ratner', 'job': 'Director'}]"
1581,"[{'name': 'Cameron Diaz', 'order': 0}, {'name': 'Kate Winslet', 'order': 1}, {'name': 'Jude Law', 'order': 2}, {'name': 'Jack Black', 'order': 3}, {'name': 'Eli Wallach', 'order': 4}]","[{'name': 'Nancy Meyers', 'job': 'Director'}]"
9798,"[{'name': 'Will Smith', 'order': 0}, {'name': 'Gene Hackman', 'order': 1}, {'name': 'Jon Voight', 'order': 2}, {'name': 'Regina King', 'order': 3}, {'name': 'Ian Hart', 'order': 4}]","[{'name': 'Tony Scott', 'job': 'Director'}]"
22897,"[{'name': 'Meryl Streep', 'order': 0}, {'name': 'Alec Baldwin', 'order': 1}, {'name': 'Steve Martin', 'order': 2}, {'name': 'John Krasinski', 'order': 3}, {'name': 'Lake Bell', 'order': 4}]","[{'name': 'Nancy Meyers', 'job': 'Director'}]"
298,"[{'name': 'George Clooney', 'order': 0}, {'name': 'Brad Pitt', 'order': 1}, {'name': 'Matt Damon', 'order': 2}, {'name': 'Al Pacino', 'order': 3}, {'name': 'Bernie Mac', 'order': 4}]","[{'name': 'Steven Soderbergh', 'job': 'Director'}]"
7484,"[{'name': 'Martin Lawrence', 'order': 0}, {'name': 'Ashton Kutcher', 'order': 1}, {'name': 'Gary Sinise', 'order': 2}, {'name': 'Debra Messing', 'order': 3}, {'name': 'Billy Connolly', 'order': 4}]","[{'name': 'Jill Culton', 'job': 'Director'}, {'name': 'Roger Allers', 'job': 'Director'}, {'name': 'Anthony Stacchi', 'job': 'Director'}]"
157350,"[{'name': 'Shailene Woodley', 'order': 0}, {'name': 'Theo James', 'order': 1}, {'name': 'Kate Winslet', 'order': 2}, {'name': 'Miles Teller', 'order': 3}, {'name': 'Ray Stevenson', 'order': 4}]","[{'name': 'Neil Burger', 'job': 'Director'}]"
853,"[{'name': 'Jude Law', 'order': 0}, {'name': 'Rachel Weisz', 'order': 1}, {'name': 'Ed Harris', 'order': 2}, {'name': 'Joseph Fiennes', 'order': 3}, {'name': 'Bob Hoskins', 'order': 4}]","[{'name': 'Jean-Jacques Annaud', 'job': 'Director'}]"
10159,"[{'name': 'Dwayne Johnson', 'order': 0}, {'name': 'Seann William Scott', 'order': 1}, {'name': 'Rosario Dawson', 'order': 2}, {'name': 'Christopher Walken', 'order': 3}, {'name': 'Ernie Reyes, Jr.', 'order': 4}]","[{'name': 'Peter Berg', 'job': 'Director'}]"
9593,"[{'name': 'Arnold Schwarzenegger', 'order': 0}, {'name': 'F. Murray Abraham', 'order': 1}, {'name': 'Art Carney', 'order': 2}, {'name': 'Charles Dance', 'order': 3}, {'name': 'Frank McRae', 'order': 4}]","[{'name': 'John McTiernan', 'job': 'Director'}]"
1904,"[{'name': 'Zhang Ziyi', 'order': 0}, {'name': 'Gong Li', 'order': 1}, {'name': 'Youki Kudoh', 'order': 2}, {'name': 'Tsai Chin', 'order': 3}, {'name': 'Suzuka Ohgo', 'order': 4}]","[{'name': 'Rob Marshall', 'job': 'Director'}]"
9615,"[{'name': 'Lucas Black', 'order': 0}, {'name': 'Nathalie Kelley', 'order': 1}, {'name': 'Sung Kang', 'order': 2}, {'name': 'Shad Moss', 'order': 3}, {'name': 'Brian Tee', 'order': 4}]","[{'name': 'Justin Lin', 'job': 'Director'}]"
51052,"[{'name': 'James McAvoy', 'order': 0}, {'name': 'Hugh Laurie', 'order': 1}, {'name': 'Bill Nighy', 'order': 2}, {'name': 'Jim Broadbent', 'order': 3}, {'name': 'Imelda Staunton', 'order': 4}]","[{'name': 'Barry Cook', 'job': 'Director'}, {'name': 'Sarah Smith', 'job': 'Director'}]"
297,"[{'name': 'Brad Pitt', 'order': 0}, {'name': 'Anthony Hopkins', 'order': 1}, {'name': 'Claire Forlani', 'order': 2}, {'name': 'Jeffrey Tambor', 'order': 3}, {'name': 'Marcia Gay Harden', 'order': 4}]","[{'name': 'Martin Brest', 'job': 'Director'}]"
9884,"[{'name': 'Arnold Schwarzenegger', 'order': 0}, {'name': 'Francesca Neri', 'order': 1}, {'name': 'Elias Koteas', 'order': 2}, {'name': 'Cliff Curtis', 'order': 3}, {'name': 'John Turturro', 'order': 4}]","[{'name': 'Andrew Davis', 'job': 'Director'}]"
16858,"[{'name': 'Roy Scheider', 'order': 0}, {'name': 'Jessica Lange', 'order': 1}, {'name': 'Leland Palmer', 'order': 2}, {'name': 'Ann Reinking', 'order': 3}, {'name': 'Ben Vereen', 'order': 4}]","[{'name': 'Bob Fosse', 'job': 'Director'}]"
62764,"[{'name': 'Julia Roberts', 'order': 0}, {'name': 'Lily Collins', 'order': 1}, {'name': 'Armie Hammer', 'order': 2}, {'name': 'Nathan Lane', 'order': 3}, {'name': 'Martin Klebba', 'order': 4}]","[{'name': 'Tarsem Singh', 'job': 'Director'}]"
22538,"[{'name': 'Michael Cera', 'order': 0}, {'name': 'Mary Elizabeth Winstead', 'order': 1}, {'name': 'Kieran Culkin', 'order': 2}, {'name': 'Chris Evans', 'order': 3}, {'name': 'Anna Kendrick', 'order': 4}]","[{'name': 'Edgar Wright', 'job': 'Director'}]"
9341,"[{'name': 'Aaron Eckhart', 'order': 0}, {'name': 'Hilary Swank', 'order': 1}, {'name': 'Delroy Lindo', 'order': 2}, {'name': 'Stanley Tucci', 'order': 3}, {'name': 'Tchéky Karyo', 'order': 4}]","[{'name': 'Jon Amiel', 'job': 'Director'}]"
12107,"[{'name': 'Eddie Murphy', 'order': 0}, {'name': 'Janet Jackson', 'order': 1}, {'name': 'Larry Miller', 'order': 2}, {'name': 'John Ales', 'order': 3}, {'name': 'Richard Gant', 'order': 4}]","[{'name': 'Peter Segal', 'job': 'Director'}]"
9637,"[{'name': 'Freddie Prinze Jr.', 'order': 0}, {'name': 'Sarah Michelle Gellar', 'order': 1}, {'name': 'Matthew Lillard', 'order': 2}, {'name': 'Linda Cardellini', 'order': 3}, {'name': 'Rowan Atkinson', 'order': 4}]","[{'name': 'Raja Gosnell', 'job': 'Director'}]"
49049,"[{'name': 'Karl Urban', 'order': 0}, {'name': 'Olivia Thirlby', 'order': 1}, {'name': 'Lena Headey', 'order': 2}, {'name': 'Wood Harris', 'order': 3}, {'name': 'Jason Cope', 'order': 4}]","[{'name': 'Pete Travis', 'job': 'Director'}]"
9339,"[{'name': 'Adam Sandler', 'order': 0}, {'name': 'Kate Beckinsale', 'order': 1}, {'name': 'Christopher Walken', 'order': 2}, {'name': 'David Hasselhoff', 'order': 3}, {'name': 'Henry Winkler', 'order': 4}]","[{'name': 'Frank Coraci', 'job': 'Director'}]"
16281,"[{'name': 'Hal Holbrook', 'order': 0}, {'name': 'Adrienne Barbeau', 'order': 1}, {'name': 'Fritz Weaver', 'order': 2}, {'name': 'Leslie Nielsen', 'order': 3}, {'name': 'Carrie Nye', 'order': 4}]","[{'name': 'George A. Romero', 'job': 'Director'}]"
39691,"[{'name': 'James Marsden', 'order': 0}, {'name': 'Nick Nolte', 'order': 1}, {'name': 'Christina Applegate', 'order': 2}, {'name': 'Bette Midler', 'order': 3}, {'name': 'Pascale Hutton', 'order': 4}]","[{'name': 'Brad Peyton', 'job': 'Director'}]"
8247,"[{'name': 'Hayden Christensen', 'order': 0}, {'name': 'Jamie Bell', 'order': 1}, {'name': 'Samuel L. Jackson', 'order': 2}, {'name': 'Rachel Bilson', 'order': 3}, {'name': 'Michael Rooker', 'order': 4}]","[{'name': 'Doug Liman', 'job': 'Director'}]"
